,price,funding,cost,traded,hours_held,long_pnl,short_pnl,total,t24_med
ALICEUSDT,-232.4350116435363,2.544081172954933,12.238090389376328,18265.806551307956,4680.0,-50.011536727234244,-182.4234749163018,-242.1290208599577,13570064.4296875
UBUSDT,-235.78072226326154,-1.8503527911680304,2.6872336532179344,4010.7964973401986,600.0,-189.4219222185736,-46.358800044688074,-240.3183087076475,9085966.0
API3USDT,-242.50267874354162,15.518685306868415,8.814099220843165,13155.371971407696,3648.0,-218.6059529558057,-23.896725787736088,-235.79809265751638,11406692.9765625
UNFIUSDT,-215.42126930437618,0.7878650075264827,16.13738370549841,24085.647321639404,9168.0,-136.32885282512308,-79.09241647925384,-230.77078800234813,30676190.46875
STMXUSDT,-221.74689347519114,7.644144159128683,15.169960928240089,22641.732728716554,4860.0,-194.21595632844134,-27.530937146749686,-229.27271024430257,18807820.859375
KSMUSDT,-196.37929040663738,-0.8966162702193686,16.526743699349023,24666.78164081945,6864.0,-44.06217291381332,-152.31711749282448,-213.80265037620578,13174615.421875
BANDUSDT,-198.00184444945674,1.0291413204014224,16.553899871050337,24707.31324037363,4068.0,-101.47805992813895,-96.52378452131795,-213.52660300010564,12091342.09375
SFPUSDT,-191.86212571361807,-1.5673031606913805,18.088805324490227,26998.21690222423,7560.0,-241.35468909891836,49.49256338530001,-211.5182341987997,8936764.765625
IOTAUSDT,-201.23341014258426,6.7470856128639864,14.728213973478613,21982.40891563973,4848.0,-126.28892630755615,-74.94448383502757,-209.21453850319887,14389733.78125
BAKEUSDT,-196.83698413118785,5.262234342829332,16.86082394698607,25165.4088760986,9972.0,-106.15186943006947,-90.6851147011191,-208.43557373534458,25163548.78125
ALGOUSDT,-182.21858614828972,2.4624073809693017,23.106063595496476,34486.66208283055,11184.0,-129.56474130487445,-52.65384484341543,-202.8622423628169,39476702.375
AXSUSDT,-182.24453796512503,8.733919971106415,17.998773363158552,26863.84084053517,7752.0,229.77164641623926,-412.01618438136535,-191.50939135717718,54336741.4375
GWEIUSDT,-193.13417134591433,4.061470344014627,1.1312896421144942,1688.4920031559611,180.0,-186.51824597850455,-6.6159253674097505,-190.2039906440142,10745911.654296875
EGLDUSDT,-183.90960077890048,12.946262444427488,17.00606843271207,25382.19169061502,8352.0,-158.0586563281527,-25.850944450746297,-187.9694067671851,20287964.1875
AKROUSDT,-170.79547950399964,-6.941387458019371,9.465415038495815,14127.485132083308,2495.0,-59.33142789423256,-111.46405160976687,-187.20228200051483,25423724.8125
RENUSDT,-167.95990854254762,-2.261945603074962,14.405697815587699,21501.04151580253,6456.0,-7.009106536428553,-160.95080200611864,-184.6275519612103,19988209.3203125
MINAUSDT,-174.2882791507225,0.27889115739819376,4.855436089823356,7246.919537049782,2268.0,-76.022750120793,-98.2655290299295,-178.86482408314765,11903030.78125
CELOUSDT,-167.33870862023613,2.806938982765037,12.420019796060108,18537.34297919419,5028.0,-70.38537010045799,-96.9533385197782,-176.9517894335312,21762585.390625
TAOUSDT,-167.22716221316608,0.7740861848191641,7.617795977541056,11369.844742598589,4452.0,-57.22090664236802,-110.00625557079748,-174.07087200588796,112740872.75
AUDIOUSDT,-162.34410941663356,1.1858743017812419,11.17426965165032,16678.014405448244,5808.0,-77.88322575568449,-84.46088366094958,-172.33250476650264,20634027.6875
UNIUSDT,-142.86144715641638,-2.3046681434828793,25.955925093424213,38740.18670660325,13008.0,-94.88617325817705,-47.975273898239585,-171.12204039332346,88892736.125
CHZUSDT,-158.00530434285733,4.763772228087275,17.701797891608216,26420.59386807195,10272.0,-93.05096663372946,-64.95433770912844,-170.94333000637826,41854687.6875
BSBUSDT,-167.3491021154664,-1.7798792379130879,1.3812303483629007,2061.537833377464,600.0,-167.547118038831,0.19801592336462215,-170.51021170174238,21357539.4609375
KNCUSDT,-157.61137184697483,6.989766507796547,14.231767358923667,21241.443819289056,8316.0,-24.574597832665173,-133.03677401430997,-164.85337269810194,14118666.65625
WIFUSDT,-151.10941032037906,-0.770116138728681,9.1470244825202,13652.275347045073,5700.0,-81.1822076771968,-69.92720264318213,-161.02655094162793,284769169.5
TONUSDT,-155.12201692979806,1.569523688677018,6.188487965513586,9236.549202259079,5088.0,-117.84672355776306,-37.275293372035556,-159.74098120663464,68298981.0
FLOWUSDT,-140.83894889297395,-8.897031789260417,9.679374021733997,14446.826898110448,5304.0,-57.580624287019674,-83.25832460595439,-159.41535470396835,18545060.78125
1000BONKUSDT,-147.64151563519263,-0.19188093993951494,7.379329838093426,11013.925131482723,6432.0,-84.49047405280731,-63.151041582385986,-155.2127264132256,99790339.75
LINAUSDT,-158.7646516127764,29.25180584110762,20.226108563582844,30188.22173669081,9132.0,-58.430546723297276,-100.33410488947894,-149.7389543352516,29079683.53125
AMBUSDT,-147.0732119878636,0.7146025773145636,3.1379816108545313,4683.554643066463,2268.0,-67.99468498311609,-79.07852700474764,-149.49659102140356,10183221.2734375
SNXUSDT,-133.54232484568922,7.030242984231361,20.97661413125699,31308.37930038355,11496.0,5.143831320720133,-138.68615616640832,-147.48869599271484,27067651.0
ALPINEUSDT,-142.79044991680766,-3.254534423629688,0.7702155905694095,1149.5755083125514,360.0,-142.80662627314996,0.01617635634236484,-146.81519993100676,1789555.00390625
FLMUSDT,-130.54626896205073,-3.0424340956373257,12.099146409871013,18058.427477419413,4128.0,-82.01335348016181,-48.53291548188873,-145.6878494675591,14089354.71875
ZROUSDT,-137.54728225529547,-1.3923206466378475,6.27241706475714,9361.816514562905,2472.0,-118.27916622913877,-19.26811602615687,-145.21201996669046,29969151.515625
UAIUSDT,-135.09685273358457,-0.8485533156242158,0.7131743187084832,1064.4392816544525,240.0,-135.02930809518853,-0.06754463839597495,-136.6585803679173,6500915.400390625
VELVETUSDT,-132.93890840945178,-2.1349442778628216,0.8840226751909498,1319.4368286432082,324.0,-138.6785047636926,5.739596354240765,-135.95787536250555,3852674.5842285156
1000SATSUSDT,-130.5657040577898,3.471369568710393,5.3629761864587895,8004.442069341473,6300.0,-68.97208194007494,-61.59362211771521,-132.4573106755382,44999067.6875
BLZUSDT,-182.11218740146194,62.079056684792306,10.935340112014044,16321.403152259767,7116.0,-71.23840485590638,-110.87378254555513,-130.96847082868368,20564918.56640625
1000RATSUSDT,-124.56560816549154,0.06373807274959835,5.05282355506263,7541.527694123324,3288.0,-60.979656714961386,-63.58595145053007,-129.55469364780456,16575293.3125
KEEPUSDT,-119.65611368218212,-3.4771145689520964,5.710116566754995,8522.562039932822,2331.0,-66.44285566028313,-53.21325802189898,-128.84334481788923,35116839.625
COMPUSDT,-114.50251416939908,11.016298419487963,23.137887337251687,34534.16020485329,10476.0,-138.83654810304185,24.334033933642793,-126.6241030871628,24761234.1875
DYDXUSDT,-113.92561421428202,6.622494575057254,17.870752651061593,26672.76515083821,12228.0,-84.20443621264678,-29.72117800163532,-125.17387229028635,71319327.8125
PHBUSDT,-118.36894273483074,-1.011890189450157,4.841702474527015,7226.421603771664,1080.0,-86.3117882757781,-32.057154459052825,-124.2225353988079,9480999.421875
DUSKUSDT,-109.86245238831405,-1.9655432694096866,10.380264927931108,15492.932728255382,4128.0,-68.09146030321884,-41.77099208509542,-122.20826058565486,8781980.4609375
MAGMAUSDT,-118.33183940150401,0.5270094247080801,1.089270762190688,1625.7772570010266,168.0,-26.308531842262703,-92.02330755924137,-118.89410073898662,5241453.500488281
MEWUSDT,-115.90048523113215,-0.9384564845842566,1.915634941336111,2859.1566288598674,2148.0,-112.11586713172962,-3.784618099402659,-118.75457665705251,8354950.0390625
THETAUSDT,-101.53221955008853,1.364727755360543,16.02632741617301,23919.89166592983,5868.0,2.7973009570729714,-104.3295205071619,-116.19381921090098,30947965.5625
XRPUSDT,-93.28260711274551,1.4811305689735252,24.361942125063734,36361.10764934886,14976.0,18.88973673205156,-112.17234384479784,-116.16341866883572,736183840.0
BERAUSDT,-137.04775972905082,25.53526037678815,3.725322276816405,5560.182502711052,1932.0,-133.93314427195497,-3.11461545709596,-115.23782162907908,22822690.828125
NILUSDT,-107.11349715644303,-1.7742512045906187,1.9941610336967923,2976.3597517862568,252.0,-78.67048996070554,-28.443007195737547,-110.88190939473044,5362084.52734375
ACEUSDT,-108.67319314319923,0.2624561194985739,2.375371405681671,3545.3304562413005,720.0,-68.6344742970321,-40.038718846167136,-110.78610842938232,7760177.78125
HOOKUSDT,-107.97249170129884,0.03582068868079359,2.831215684524147,4225.695051528578,972.0,-36.322545361541614,-71.64994633975726,-110.76788669714219,10670969.859375
SKLUSDT,-101.48823534451742,6.888182189470289,14.784332064922829,22066.167261078852,5772.0,-120.3423754058507,18.854140061333567,-109.38438521996997,10566943.9375
FRONTUSDT,-106.83763541975614,0.021378711981322684,2.3529059372878143,3511.79990639972,840.0,-84.31864817701235,-22.518987242743844,-109.16916264506263,23673870.109375
SOLUSDT,-76.314366976667,-9.527923126500006,23.004559050550245,34335.16276201527,14724.0,2.3245821059250753,-78.63894908259175,-108.84684915371726,1655827862.0
SCRUSDT,-107.2525936382643,0.1635852491520455,1.6575026161946074,2473.8845017829963,312.0,-65.56522260146048,-41.68737103680393,-108.74651100530686,3196522.6015625
XLMUSDT,-87.10427471518662,3.7259007190184037,21.86413553346004,32633.03810964185,11268.0,136.7579319358595,-223.8622066510469,-105.24250952962826,52659913.0
AUCTIONUSDT,-97.9886908163328,-3.400926026321555,3.7640715229112676,5618.017198375028,1152.0,-91.48144385847989,-6.50724695785294,-105.15368836556563,11397796.09375
AWEUSDT,-110.44816341756835,6.384116313814041,0.820212516797975,1224.1977862656342,324.0,-114.6878110874333,4.239647669864926,-104.88425962055229,2463515.96484375
GALUSDT,-95.41585911754501,-0.3106418840828151,8.579095513321723,12804.620169136904,3192.0,-12.796709836964359,-82.61914928058061,-104.30559651494954,20137819.2265625
JTOUSDT,-96.61860980697871,2.4278300008985365,6.461841626276248,9644.539740710821,5244.0,-49.62699663994568,-46.99161316703301,-100.65262143235643,36918561.125
EDENUSDT,-100.38653565818306,1.6574855474550583,0.5842596567505008,872.0293384335831,204.0,-105.17387839577249,4.787342737589427,-99.31330976747851,4622595.30078125
APEUSDT,-92.52534763155005,7.326106383224702,13.505526375135627,20157.50205244124,8724.0,79.09909422875933,-171.62444186030967,-98.70476762346098,73799681.25
WOOUSDT,-88.94325760560896,1.8944439836772435,8.533018503531181,12735.848512733117,5076.0,-61.83954753098264,-27.103710074626186,-95.5818321254629,10593708.4140625
MAGICUSDT,-87.4980835052633,-1.2284217312597807,6.627197706378718,9891.339860266738,2664.0,-50.511432930507546,-36.98665057475565,-95.3537029429018,14577891.0
SRMUSDT,-86.1994679565305,2.352688003815195,9.631933686501796,14376.020427614614,5700.0,-77.66789853243857,-8.53156942409183,-93.4787136392171,41433667.625
GUAUSDT,-98.34545586949362,6.950415981644784,1.113484458060022,1661.917101582122,276.0,-111.81779870020573,13.472342830712163,-92.50852434590887,4960021.046875
ZAMAUSDT,-91.00039751583411,-0.09665385250408365,1.3894833646144251,2073.855768081232,756.0,-15.96409113945248,-75.03630637638165,-92.48653473295262,9010686.2734375
ESPORTSUSDT,-106.5306660228741,16.49152913500153,0.9866845108511262,1472.6634490315316,348.0,-45.64861513668276,-60.882050886191294,-91.02582139872369,5716881.6953125
CVCUSDT,-92.99491033058183,14.280151118969087,11.923777910421986,17796.683448391006,3756.0,-70.61814285358243,-22.376767476999625,-90.63853712203473,9564049.40625
EVAAUSDT,-88.8893645869554,-0.3180683018488617,1.0181545721185175,1519.6336897291303,180.0,-100.77345546328617,11.884090876330806,-90.22558746092278,4608989.94140625
JUPUSDT,-84.54822127630895,0.2387099642432971,5.910893712348837,8822.22942141617,4680.0,-70.40230035199579,-14.145920924313568,-90.22040502441449,42575860.375
EOSUSDT,-74.8823014087282,2.97745182049976,18.066342257457816,26964.689936504186,6588.0,-27.347227106406642,-47.53507430232176,-89.97119184568625,131747579.25
DASHUSDT,-76.9202701492578,3.257052424921795,15.836880145171728,23637.134545032426,7500.0,173.976012038189,-250.8962821874466,-89.50009786950774,20219347.90625
ACTUSDT,-85.43596487126788,0.7544052072155443,2.7862411066403463,4158.568815881114,1680.0,-57.18852285351226,-28.247442017755663,-87.46780077069269,9991735.6875
WAVESUSDT,-67.15556075526524,-2.0030623628071367,18.211918983985004,27181.96863281343,9156.0,49.6746396288596,-116.83020038412505,-87.37054210205739,58762258.375
XPLUSDT,-83.14185306668391,-0.016830803359653677,4.08690484763951,6099.857981551508,3192.0,-113.09472494461149,29.952871877927652,-87.24558871768308,60422705.125
ARPAUSDT,-91.08434508458366,12.961157562035263,8.699625103359569,12984.515079641156,3312.0,-102.04984171786978,10.965496633286103,-86.82281262590796,8835990.2265625
SOMIUSDT,-82.78211338389782,-1.5616444605335909,1.1700165088439687,1746.293296782043,456.0,-9.017393874320316,-73.76471950957746,-85.51377435327538,5287255.974609375
CELRUSDT,-72.12217415828187,0.13997073619737438,13.514468990279488,20170.849239223116,6900.0,-2.409554660724904,-69.71261949755724,-85.49667241236398,9168855.34375
DARUSDT,-80.70823142077866,0.24354647890787484,4.386405661855423,6546.874122172275,1044.0,-86.1922385637758,5.4840071429970765,-84.8510906037262,10029372.0078125
GRASSUSDT,-81.22849467920437,-0.04877198656626453,2.808798961051687,4192.2372553010255,888.0,-83.69869614188823,2.4702014626838547,-84.08606562682233,13027916.671875
GENIUSUSDT,-82.42727450641547,-0.02143700635723221,0.7609946417837761,1135.8128981847403,96.0,-82.42727450641547,0.0,-83.20970615455649,6426125.455078125
LYNUSDT,-80.23058129970288,-0.2999885001309301,1.97820519893408,2952.54507303594,648.0,-7.1542775478590315,-73.07630375184387,-82.50877499876789,6837965.80859375
BCHUSDT,-55.86373059224962,1.7369095051497996,26.769495298053652,39954.4705941099,12252.0,-121.2859417264272,65.42221113417831,-80.89631638515347,139112328.75
DRIFTUSDT,-85.22591233870575,6.2547203057271465,1.6402370468349994,2448.114995276119,300.0,-56.16852108150124,-29.0573912572045,-80.6114290798136,4793220.8359375
TRUTHUSDT,-77.96959146023991,0.4555331655323062,1.4161283149469723,2113.6243506671235,276.0,-59.31214224833857,-18.657449211901337,-78.93018660965458,4221788.1484375
INUSDT,-100.72556548964202,23.272083681374255,1.3896216787979978,2074.0622071611906,240.0,-100.72556548964202,0.0,-78.84310348706576,4059143.640625
USELESSUSDT,-75.31831566199341,0.03930720310328931,3.006364257021949,4487.110831376041,696.0,-107.22096774915624,31.90265208716279,-78.28537271591206,12639866.046875
KOMAUSDT,-75.20137218372376,-1.7567255627272038,0.7294240101443344,1088.6925524542305,204.0,-79.33634523830143,4.1349730545776575,-77.68752175659529,2362999.49609375
JELLYJELLYUSDT,-69.04593554386997,-5.102504327845901,2.5810122878897737,3852.2571461041384,864.0,34.544910200965084,-103.59084574483504,-76.72945215960566,8499152.2421875
ROSEUSDT,-56.27874738809576,-3.4263463890489003,14.824483362006108,22126.09457015837,5340.0,-23.852026714409785,-32.42672067368579,-74.52957713915077,16237865.765625
FIDAUSDT,-76.17136178860511,3.7524713245181367,1.5677560067934113,2339.9343384976296,276.0,-82.1212724960283,5.949910707423191,-73.98664647088039,6618796.8359375
SCUSDT,-71.53171041382882,3.3915843227113496,5.417794592866352,8086.260586367689,1512.0,-54.708950483922145,-16.822759929906802,-73.55792068398382,19506314.984375
HIGHUSDT,-61.10386989525835,-6.118685253348995,5.9319085024693,8853.594779804927,3732.0,-77.85870852747385,16.754838632215534,-73.15446365107664,11004679.87109375
BBUSDT,-70.02663112571909,0.5920444309298253,3.6672448864369156,5473.499830502859,1020.0,-69.58948478487521,-0.4371463408438263,-73.10183158122618,12191295.5
RAVEUSDT,-66.74714671572083,-2.552361808431176,2.266642815831814,3383.048978853453,1056.0,-73.78383969612307,7.036692980402243,-71.56615133998382,12416714.4140625
ANKRUSDT,-56.979434498413575,-0.6325925392691332,13.648835570750753,20371.39637425484,4224.0,-83.03305381778495,26.05361931937135,-71.26086260843346,13068188.8125
MTLUSDT,-128.97406580811986,72.69923040696654,14.340803156965471,21404.183816366363,5868.0,-66.82020950650174,-62.153856301618156,-70.6156385581188,14103232.125
LRCUSDT,-45.769607571954005,-8.5335938456181,14.680550352283325,21911.26918251245,6504.0,68.34615632632065,-114.11576389827458,-68.98375176985543,13214214.578125
AIOTUSDT,-112.28628554007682,45.38368239567562,1.8335471732817554,2736.637572062322,384.0,-27.46658795419067,-84.81969758588622,-68.73615031768296,4459687.4140625
NKNUSDT,-53.54448054109,-2.956532201047147,11.26488869641404,16813.266711065728,3780.0,-114.78275935670801,61.23827881561804,-67.7659014385512,9855569.546875
1000WHYUSDT,-63.25938842834846,-4.155272839027194,0.3121286024629937,465.86358576566226,60.0,-63.25938842834846,0.0,-67.72678986983864,1993788.8330078125
TRUMPUSDT,-55.38611403397846,-3.5615876151086767,5.486065945892393,8188.158128197608,3672.0,-25.800178958509008,-29.585935075469713,-64.43376759497953,135918503.875
GUSDT,-62.51999731223091,-0.4622956309203088,0.723946136459207,1080.5166215809058,72.0,-64.62756903311008,2.107571720879167,-63.70623907961043,2458761.40625
CTKUSDT,-49.05250446400896,0.922786585261982,13.792759052206291,20586.207540606403,5676.0,19.350706690516397,-68.40321115452576,-61.92247693095327,7181730.1328125
PARTIUSDT,-59.186467077312976,-0.4549933561954089,1.6726532287367402,2496.4973563234926,432.0,-23.54222726257775,-35.6442398147352,-61.31411366224513,7737487.23828125
RNDRUSDT,-53.934208876432244,-0.9755331486945196,6.298813734279235,9401.214528774975,3612.0,5.23569223302197,-59.16990110945422,-61.208555759405996,89480734.25
RAYUSDT,-46.5822151909166,-5.227651857010884,8.74533237525765,13052.734888444247,3156.0,-78.43271028022004,31.850495089303568,-60.55519942318513,17759088.4609375
IOSTUSDT,-51.82482831497184,2.756799724713977,11.261780490961142,16808.627598449482,4452.0,-23.167327632520035,-28.657500682451904,-60.329809081219004,8334409.875
AKEUSDT,-58.940003217669016,-0.6401270539400181,0.46871188468695296,699.5699771447058,540.0,-65.45025796636914,6.510254748700174,-60.04884215629599,2686679.029296875
FXSUSDT,-53.825778071333886,-0.4675113064453194,4.692510192520606,7003.746556000908,1872.0,-52.18129570991742,-1.644482361416513,-58.98579957029981,10093367.3125
AIXBTUSDT,-56.69314764500267,0.6292686074724029,2.68600720290568,4008.965974486089,1800.0,-72.79975073557183,16.106603090569177,-58.74988624043594,19089880.46875
DEGENUSDT,-56.799178444315636,-0.20181292736740566,0.9029683854792041,1347.7140081779166,288.0,-42.21074621295971,-14.588432231355924,-57.90395975716225,3300980.59765625
JOEUSDT,-55.4143922333509,-0.37540893625451005,1.730812806716375,2583.3026965916047,1680.0,-26.103800512212768,-29.31059172113804,-57.52061397632178,4475998.3828125
HOMEUSDT,-58.59227440484697,1.6892965035731513,0.5190579805923025,774.7134038691082,348.0,-19.81797293466416,-38.77430147018288,-57.422035881866115,5938210.34375
HIPPOUSDT,-53.94123536029153,-1.19066644226695,1.6261464379545787,2427.0842357531023,276.0,-56.53693862136535,2.5957032610737976,-56.75804824051306,7234261.33984375
MOVEUSDT,-46.31507693200358,-8.451879120616713,1.7547653502407083,2619.052761553296,1260.0,-1.5152579026609763,-44.7998190293426,-56.521721402861,14221110.65625
SAFEUSDT,-56.215269668699676,0.435623227912488,0.5904154599019126,881.2171043312128,108.0,-56.215269668699676,0.0,-56.3700619006891,2329606.498046875
STOUSDT,-53.13286269154323,-2.1648849674179838,0.7376728044521422,1101.0041857494662,252.0,-19.892893729279407,-33.23996896226383,-56.03542046341336,5192714.7421875
1000XECUSDT,-56.94931509231671,9.068684187170424,7.3210096911845906,10926.880136096395,2868.0,-41.44944987911798,-15.499865213198749,-55.201640596330876,6666091.78125
HAEDALUSDT,-50.7203664447026,-2.6924250391365514,1.7307197736284798,2583.1638412365373,264.0,-16.679205949050644,-34.041160495651944,-55.14351125746763,2337748.9921875
DOLOUSDT,-54.25084689365801,0.5184642057509694,1.178156507924241,1758.4425491406575,492.0,-45.5409380122735,-8.709908881384493,-54.910539195831284,3389313.1669921875
METUSDT,-53.53364737527736,0.46922146330824127,1.1920917592655438,1779.2414317396174,72.0,-47.74208517045755,-5.791562204819806,-54.25651767123466,6187652.1640625
DEXEUSDT,-32.338445554063924,-18.006909803823252,3.371913339285834,5032.706476546022,960.0,-33.32315099787899,0.9847054438150652,-53.717268697173004,8948762.6875
IDOLUSDT,-52.73667167190883,-0.09125189874379919,0.6156851831161533,918.9331091285869,120.0,-52.73667167190883,0.0,-53.443608753768785,2108883.3408203125
PIEVERSEUSDT,-54.82375518853355,2.71688445480465,0.9415345336367359,1405.2754233384117,312.0,-55.00603475360041,0.18227956506684245,-53.04840526736564,7762036.3984375
ATHUSDT,-52.91875535872792,1.2930329055675727,1.0472584017668072,1563.0722414429952,336.0,-55.1072052582378,2.188449899509873,-52.672980854927154,5018738.28125
FOOTBALLUSDT,-45.30315287129707,-2.4651050353802257,3.219356547405436,4805.009772246921,1416.0,-99.27355010892416,53.970397237627154,-50.98761445408273,5868469.5703125
RAYSOLUSDT,-48.60616350483089,0.34834485758436096,2.362230524386842,3525.7172005773746,888.0,-48.09171049405411,-0.514453010776655,-50.62004917163337,11732890.046875
VICUSDT,-48.575051062642906,-0.10443737650779936,0.9506685134683683,1418.9082290572662,84.0,-54.54444160271398,5.969390540071075,-49.63015695261907,1503810.990234375
0GUSDT,0.07167329800128391,-47.32285325128045,1.8322481976279201,2734.698802429733,864.0,-2.3919429780249497,2.463616276026189,-49.08342815090708,12797438.75390625
CTSIUSDT,-41.13019287138709,-2.1277079107889807,5.79709643045306,8652.382732019492,2184.0,-44.11193135500119,2.9817384836140666,-49.054997212629125,7864958.578125
BOMEUSDT,-41.80592714322137,0.09133771069304777,7.001102692172484,10449.407003242517,3960.0,-88.95920000417176,47.15327286095007,-48.71569212470081,36361970.28125
MUBARAKUSDT,-45.93973796126995,0.18063990417264056,2.2348801344777156,3335.641991757784,432.0,-37.56137548861639,-8.378362472653567,-47.99397819157502,7683412.9453125
RESOLVUSDT,-41.758818013690735,-3.727377860664401,2.277785805464121,3399.680306662868,408.0,-6.897502942268315,-34.86131507142243,-47.76398167981925,9937088.22265625
PORT3USDT,-46.10953043190345,-0.4290954358286072,1.1173773139218532,1667.7273342117214,132.0,-31.640283889857038,-14.469246542046406,-47.656003181653915,4850024.6015625
1000CHEEMSUSDT,-45.406618380828014,-0.40430001488164735,1.0128345205304166,1511.6933142245025,264.0,-45.406618380828014,0.0,-46.82375291624008,3347073.98046875
XANUSDT,-46.06559503622863,0.4836769555411459,0.8219122003885034,1226.7346274455274,144.0,-44.54446100219778,-1.5211340340308497,-46.40383028107598,3120877.47265625
HYPEUSDT,-41.77769312276822,0.5685150107512554,4.661860415352935,6958.000619929749,2112.0,-7.648748711399876,-34.12894441136837,-45.8710385273699,382938052.5
1000FLOKIUSDT,-37.86773427902786,-1.102180591884229,6.871505764901178,10255.978753583851,3900.0,-53.20854580453306,15.340811525505297,-45.841420635813265,33078422.40625
MERLUSDT,-44.03611029065268,0.8795272754242545,2.6760128089739914,3994.048968617898,540.0,-39.457030596745156,-4.5790796939075715,-45.83259582420242,5742648.953125
1INCHUSDT,-31.15998374356323,0.7371812784564978,15.28645138004054,22815.59907468735,5808.0,-34.51832737389591,3.358343630332619,-45.70925384514727,20283308.828125
THEUSDT,-42.7949045350352,-0.21788366365672562,2.5764700361180854,3845.477665847889,540.0,-65.69651231930523,22.901607784270013,-45.58925823481002,5921072.359375
IDUSDT,-43.94594212619775,2.747840375981435,4.310438547110356,6433.490368821425,3240.0,-90.08618188728461,46.14023976108683,-45.508540297326675,10723448.671875
BANKUSDT,-41.454592490317005,-2.554441433206695,1.2130469144008083,1810.5177826877732,144.0,5.2809006234681,-46.73549311378511,-45.22208083792451,5183381.08984375
STGUSDT,-40.48135943698664,4.793224052389014,9.458648228164629,14117.385415171086,3720.0,-34.05052209563847,-6.430837341348113,-45.14678361276225,9545751.0625
EULUSDT,-51.27995111888867,7.567840446388154,1.343078024806962,2004.5940668760627,264.0,-19.984572692393787,-31.295378426494874,-45.05518869730748,3400959.421875
XNYUSDT,-43.50200677616161,-0.3436581676917815,0.5109455611629466,762.6053151685771,180.0,-43.50200677616161,0.0,-44.356610505016334,3315855.7456054688
SPXUSDT,-40.999193250022486,1.1250032391556115,4.2780410327498775,6385.135869775934,2292.0,-71.06594052981606,30.06674727979355,-44.15223104361675,26885787.1875
UMAUSDT,-40.605242174280846,1.318716808078523,3.904420897678146,5827.493877131559,1008.0,-45.95470406204868,5.349461887767806,-43.19094626388047,7024095.28125
AVNTUSDT,-26.96729337036228,-14.487058321733317,1.275618861958163,1903.9087491912878,456.0,-38.714744409019985,11.747451038657715,-42.729970554053764,10530250.77734375
MANTAUSDT,-42.991328058745374,2.2433550733487806,1.9636245443092055,2930.7829019540377,996.0,-30.195715164102307,-12.795612894643074,-42.7115975297058,12210889.9375
ZETAUSDT,-41.810046362113155,0.9602084277637998,1.6992456210596465,2536.187494118875,408.0,-11.763417931480921,-30.04662843063225,-42.549083555409,6687874.7314453125
LINKUSDT,-19.74054675232324,-2.8430987364563007,19.369362608370903,28909.49643040435,8964.0,-3.2246047026139735,-16.515942049709107,-41.953008097150445,258183493.5
TRADOORUSDT,-39.6818854863957,-1.0511330132128476,1.102898679047994,1646.1174314149166,540.0,-59.78167930697922,20.099793820583564,-41.835917178656544,6782789.4140625
CYBERUSDT,-52.27522209660301,13.026286594018005,2.476627113866683,3696.458378905496,912.0,-48.58536796722255,-3.6898541293804774,-41.72556261645169,8341741.34375
DOTUSDT,-10.724901209964958,-5.2862384050134095,24.42929222473797,36461.63018617609,8412.0,-4.372770646073039,-6.352130563891856,-40.44043183971634,166156979.25
TURBOUSDT,-37.73847599776051,2.7243375447177596,5.35349397702056,7990.289517941132,4176.0,-66.05690824995355,28.318432252193315,-40.36763243006331,27494055.015625
1000PEPEUSDT,-28.221063263389933,-1.3956950524640446,9.825693398262109,14665.214027256887,7224.0,-3.902829520349516,-24.3182337430403,-39.44245171411609,556870850.0
SENTUSDT,-11.992812425762475,-26.059248875394143,1.0456480858698582,1560.6687848803851,348.0,-20.862758058128104,8.869945632365635,-39.09770938702648,4655282.484375
WLFIUSDT,-36.77482050504219,0.6243045435418202,2.780487728443393,4149.9816842438695,1692.0,-11.925050811591722,-24.84976969345052,-38.931003689943765,59311238.5625
MKRUSDT,-20.09401019712667,2.093489545299765,20.82059097333897,31075.5089154313,16380.0,-120.11528262789902,100.0212724307724,-38.82111162516588,41124456.4375
BANANAUSDT,-36.60248607282564,-0.06818644587802822,1.977284355564753,2951.170679947393,420.0,-38.62340210951176,2.020916036686113,-38.647956874268424,7072493.421875
EPTUSDT,-37.551243406465225,-0.005358141826216889,0.6544353933170296,976.7692437567606,72.0,-49.88392704392865,12.332683637463418,-38.21103694160847,4254031.689453125
DAMUSDT,-36.35559933097486,-0.9792241994160473,0.2917428126328805,435.4370337804185,96.0,-36.35559933097486,0.0,-37.62656634302379,2457095.4072265625
SXPUSDT,-26.201916421475275,2.8488014524228995,13.969472449941323,20849.95888050945,6804.0,-17.190547503309155,-9.011368918166543,-37.3225874189937,21815777.515625
SOXLUSDT,-36.88225704239641,0.1892179834420554,0.5501938643408655,821.1848721505455,528.0,-25.356644728812995,-11.52561231358345,-37.24323292329522,630719765.25
PERPUSDT,-34.72699594085591,0.15236416957768914,2.301941825968366,3435.734068609502,1236.0,-38.310037077798675,3.583041136942767,-36.87657359724658,5545100.0625
AI16ZUSDT,-33.23093590424917,1.0345896227125229,3.6554972639890777,5455.966065655338,1776.0,-56.25040375240288,23.019467848153752,-35.851843545525725,58857368.25
FLOCKUSDT,-35.63615705256795,0.2444649247057257,0.30876799262386084,460.8477501848669,36.0,-35.63615705256795,0.0,-35.70046012048609,1901039.41015625
