,price,funding,cost,traded,hours_held,long_pnl,short_pnl,total,t24_med
NEIROETHUSDT,-32.58520646836845,0.7584858654240655,3.382319594451533,5048.23820067393,996.0,-77.96614589116379,45.380939422795414,-35.209040197395915,28690162.71875
VANRYUSDT,-27.88705744521817,-5.066038498818916,0.9184946228305513,1370.8874967620168,144.0,-11.577128045258753,-16.309929399959415,-33.87159056686764,8354521.6875
POWRUSDT,-40.944818079065186,8.943636158430717,1.3118053702259325,1957.9184630237799,372.0,-38.21210633182549,-2.7327117472397053,-33.3129872908604,3583765.6328125
VIRTUALUSDT,-27.699978141258164,-0.14690503660419177,5.059876362084858,7552.0542717684475,3468.0,-33.06433387845389,5.364355737195756,-32.90675953994722,64519225.125
YGGUSDT,-27.869051624440033,-0.11312615736184567,4.756222037493723,7098.838861930929,1068.0,-36.75141505785967,8.882363433419627,-32.7383998192956,12908911.7265625
MSTRUSDT,-30.329191630784557,-0.12914103965879709,1.986888363809461,2965.505020611136,312.0,-0.3774837455602113,-29.951707885224344,-32.44522103425282,44294652.640625
BNXUSDT,-21.777825065426637,0.9344709021734884,10.934343695241378,16319.91596304684,8592.0,-22.264543776084654,0.4867187106583393,-31.777697858494527,23509237.21875
EIGENUSDT,-28.162598240257324,0.5515753525035042,3.8733620364472587,5781.137367831732,1908.0,-65.4772798651184,37.314681624861166,-31.484384924201077,42039914.5
BEUSDT,-30.988036991754417,0.016388008868026337,0.4738663906517086,707.2632696294158,132.0,-27.165707290333174,-3.822329701421223,-31.445515373538097,6927565.7001953125
ALPHAUSDT,-9.173735453882944,-6.674943128595398,15.323460554299302,22870.83664820791,7176.0,72.94079360523642,-82.1145290591196,-31.172139136777645,16713674.1171875
ONUSDT,-28.26800071561005,-1.531663399667175,1.2996192365076247,1939.7302037427237,216.0,-28.26800071561005,0.0,-31.099283351784848,2468581.9375
RIFUSDT,-28.45255075399768,-0.5487446274799249,1.9582404000435276,2922.746865736608,696.0,-28.71559837001077,0.2630476160130878,-30.959535781521133,3835765.75390625
KAVAUSDT,-19.322454777606197,5.648847163793997,17.09259485608856,25511.33560610233,8868.0,17.26014220913551,-36.582596986741585,-30.76620246990076,22089147.3125
COOKIEUSDT,-28.167684458416318,0.02473001132953119,1.988014451396585,2967.1857483531116,324.0,-7.55432262446421,-20.613361833952094,-30.13096889848337,6963738.693359375
ORBSUSDT,-28.965454440722965,0.20577364438652654,1.1532009493622586,1721.1954468093413,432.0,-44.189013590490895,15.223559149767926,-29.912881745698698,9077568.2421875
MUSDT,-39.20062246034145,11.379225609050843,1.7243063978989337,2573.5916386551244,624.0,-3.4077363233691917,-35.79288613697225,-29.545703249189543,10744938.751953125
EDUUSDT,-29.34303359547622,3.0261542481795236,3.160760977838573,4717.553698266528,1476.0,-35.70674099340411,6.3637073979279615,-29.477640325135273,8236338.46875
TAUSDT,-27.564652169160034,-1.2973253951409522,0.49759279375878046,742.6758115802696,252.0,-34.194030411905146,6.629378242745121,-29.359570358059766,3873649.7626953125
MAVIAUSDT,-28.429344072800646,-0.09533209519243517,0.617698128392159,921.9375050629237,192.0,-17.41232851259894,-11.017015560201703,-29.142374296385242,3968367.267578125
AERGOUSDT,-30.15226145967535,2.111623543701443,0.41197441280968883,614.887183298043,288.0,0.004503919370409587,-30.15676537904576,-28.452612328783598,4437232.25
SAPIENUSDT,-30.464680246883262,2.710584915071615,0.5551457145663132,828.5756933825571,108.0,-30.20017028892204,-0.2645099579612252,-28.309241046377963,4160673.22265625
BONDUSDT,-25.844293986367983,-0.567104640926819,1.8171187786998,2712.117580148955,528.0,-33.89551164562502,8.051217659257054,-28.2285174059946,13690188.578125
COTIUSDT,-30.749370004482124,15.6565542826411,12.815368734475653,19127.41602160544,7596.0,-69.57586211099739,38.82649210651548,-27.908184456316675,13433986.40625
FILUSDT,-7.902478610577988,2.261832053331224,21.619777083613762,32268.324005393697,8568.0,7.389367550878824,-15.291846161456768,-27.260423640860527,143369033.0
SAGAUSDT,-25.006654710791302,1.0961625984657004,3.251267523304466,4852.638094484276,2520.0,34.89749243567537,-59.904147146466705,-27.16175963563007,15071721.4375
BARDUSDT,-4.10583303160022,-22.27284231007739,0.6662754685812434,994.4409978824528,768.0,-15.43553814392684,11.329705112326584,-27.044950810258854,6526402.953125
XPINUSDT,-25.446551018396562,-0.5225068882626792,0.2998978542869859,447.60873774176997,48.0,-25.446551018396562,0.0,-26.268955760946227,3012390.7421875
FORMUSDT,-24.385012088998135,0.45041754120115285,1.5408339669532598,2299.752189482477,768.0,-6.383317314745902,-18.00169477425223,-25.47542851475024,6830881.234375
APTUSDT,-8.734757506095022,-3.2512538328981346,12.612059668220597,18823.96965406059,6876.0,-20.876617007434813,12.141859501339948,-24.598071007213754,110772094.75
SONICUSDT,-24.851834173134183,0.6994878318493382,0.3217485538613206,480.2217221810755,24.0,-24.851834173134183,0.0,-24.474094895146163,2269179.2353515625
FOLKSUSDT,-30.46064319628206,7.3464051053950215,0.876280897949752,1307.881937238436,456.0,-16.7882978411013,-13.672345355180763,-23.99051898883679,5133303.2734375
QNTUSDT,-19.402696127812682,-0.5268478046261492,3.407673428930947,5086.079744673056,792.0,-17.283878756226322,-2.1188173715863066,-23.33721736136978,7979163.03125
FORTHUSDT,-22.488031556082703,-0.03426604320443804,0.321848858052271,480.3714299287626,12.0,-22.488031556082703,0.0,-22.844146457339413,1096212.439453125
USUSDT,-20.607147389439557,-0.7092405857744347,1.2254008661998705,1828.956516716225,180.0,-36.89024370917282,16.283096319733254,-22.54178884141386,4251295.39453125
TRBUSDT,-43.4267501798788,39.56246532713239,18.042187146632216,26928.637532286888,11532.0,-26.93451917171448,-16.49223100816466,-21.90647199937863,31019786.59375
IRUSDT,-21.787386044903826,0.26580173685635883,0.36116143741261725,539.046921511369,36.0,-21.787386044903826,0.0,-21.88274574546008,2711524.8232421875
RKLBUSDT,-21.319750434649045,0.1579160075655629,0.5566907420853624,830.8817046050184,132.0,0.0,-21.319750434649045,-21.718525169168842,18203959.453125
CUSDT,-20.144348585026204,-0.5053468734091202,0.9763103126123448,1457.1795710632011,84.0,-0.4182429863975399,-19.726105598628667,-21.62600577104767,3821486.802734375
B2USDT,-20.191677682093186,-0.2003087681766237,0.846871341851337,1263.9870773900554,132.0,-15.584334764665883,-4.607342917427305,-21.238857792121145,2333878.4848632812
MDTUSDT,-19.07497446048415,-0.18980700245897889,1.2953374435932825,1933.3394680496754,168.0,-6.510028497152087,-12.564945963332052,-20.560118906536413,11202285.796875
LINEAUSDT,-16.61971704988496,-1.886487097998238,1.2581019712578847,1877.7641362057975,396.0,0.0,-16.61971704988496,-19.764306119141082,7635867.3125
MELANIAUSDT,-16.703601789307644,-1.0801496798608594,1.849742155384046,2760.8091871403667,600.0,-22.102062953388444,5.398461164080803,-19.63349362455255,7228655.5859375
TLMUSDT,-13.06290948045974,0.7803095227160444,7.078861269534509,10565.464581394788,4368.0,18.242104543266056,-31.30501402372577,-19.361461227278205,5412805.1796875
TWTUSDT,-17.858227783265576,-0.07840303569291027,1.2366431071360353,1845.7359808000526,192.0,-5.63966985334587,-12.218557929919696,-19.173273926094524,4268308.1640625
ANTUSDT,-11.346754520951636,-0.2768189407043057,7.434933747247088,11096.9160406673,2940.0,-0.6354979060381197,-10.711256614913493,-19.05850720890303,13064408.109375
OBOLUSDT,-18.51987625188469,0.07877418573032277,0.5258964329773524,784.920049219929,36.0,-20.653336187399972,2.1334599355152837,-18.96699849913172,4562652.7734375
NULSUSDT,1.1338356778156216,-19.668556376794513,0.4249613360705603,634.2706508515824,96.0,0.0,1.1338356778156216,-18.95968203504945,4323222.779296875
1000XUSDT,-18.406799992853646,-0.05436626911406301,0.32163468479756363,480.05176835457263,72.0,-16.49225751523386,-1.914542477619783,-18.78280094676527,4137874.4375
BANUSDT,-16.810917237233237,1.2140313518540993,2.7202097163833128,4060.014502064647,900.0,-33.63252398287643,16.821606745643194,-18.31709560176245,3895504.275390625
RDNTUSDT,-11.014109022552624,-3.5892038669725257,3.711305846048456,5539.262456788741,1236.0,-28.991702463347455,17.977593440794887,-18.314618735573607,11098105.296875
GIGGLEUSDT,-16.730999797907497,0.42458872357178723,1.8453339207496633,2754.229732462184,1068.0,-56.519010618330185,39.7880108204227,-18.151744995085373,23384924.515625
ORDIUSDT,-11.427047740688195,1.4009685243137016,7.94559736744799,11859.100548429831,4308.0,-33.11913463838249,21.69208689769429,-17.971676583822486,98651767.5
SPKUSDT,-20.68457023296559,5.646017180431894,2.69259376205936,4018.79665979009,1716.0,130.1332431080793,-150.8178133410452,-17.731146814593057,5484488.125
ROBOUSDT,-16.78881418715378,-0.012730415840571375,0.4960772301744858,740.4137763798294,72.0,-9.783213445566156,-7.005600741587624,-17.297621833168837,8593807.796875
RENDERUSDT,-11.523248206816932,0.1652728754049312,5.838101166638407,8713.583830803593,2712.0,-38.25159678837527,26.728348581558393,-17.19607649805041,34689924.71875
HIFIUSDT,-15.386741169944143,0.5581380839365092,2.2975290696632595,3429.1478651690427,696.0,-55.871389438019705,40.48464826807554,-17.126132155670895,14041483.6875
AEVOUSDT,-8.213619740289213,-6.172892711455434,2.6199863599359867,3910.4274028895334,2112.0,-12.176666164658574,3.963046424369361,-17.006498811680633,8983765.6015625
AMDUSDT,-16.53333088312078,-0.03894658360101305,0.3826387230321486,571.102571689774,60.0,-16.53333088312078,0.0,-16.95491618975394,32748584.84765625
SANTOSUSDT,-16.36984916851421,-0.08283768170495373,0.45542060161602615,679.7322412179494,36.0,-16.36984916851421,0.0,-16.908107451835193,2441356.712890625
METISUSDT,-14.938756434666104,-0.34738862740349935,0.8878288955515065,1325.1177545544872,252.0,-9.148651530633945,-5.790104904032158,-16.173973957621108,4078694.5859375
GMXUSDT,-12.406662505598103,0.524758572759089,3.746441331930049,5591.70348049261,804.0,-31.0711160368779,18.664453531279776,-15.628345264769063,7211819.078125
GPSUSDT,-16.66195716399637,2.8066692828965087,1.677379615535681,2503.5516649786287,384.0,-16.66195716399637,0.0,-15.532667496635542,5088112.85546875
SHELLUSDT,-14.970525736565488,0.619799662705192,1.1698722170015647,1746.077935823231,84.0,-18.361173290966004,3.3906475544005157,-15.52059829086186,3713779.298828125
LOOMUSDT,-14.938356369411691,0.7026314289024749,1.2598794379617655,1880.417071584724,324.0,-12.626716095526374,-2.3116402738853115,-15.495604378470983,16458599.1640625
ASTRUSDT,-11.886290595024688,-0.6294703721119848,2.722908754836976,4064.0429176671296,1752.0,-32.49270253124268,20.60641193621795,-15.238669721973649,6489470.703125
LTCUSDT,1.9295695442289071,0.6042090219026446,17.729118219068525,26461.370476221684,10140.0,18.675943218576272,-16.746373674347332,-15.195339652936973,227364672.5
DEGOUSDT,-15.342318764649885,0.3775493325042531,0.038770920005588724,57.867044784460774,60.0,-15.342318764649885,0.0,-15.003540352151221,3701057.58984375
FIGHTUSDT,-13.722100942537754,-0.1413517949031132,0.3643394524271071,543.7902275031449,24.0,-13.722100942537754,0.0,-14.227792189867973,2446962.9921875
VELODROMEUSDT,-14.655104216131448,0.6421823968302898,0.17680645563731567,263.89023229450095,12.0,-14.655104216131448,0.0,-14.189728274938474,1701858.169921875
AAOIUSDT,-13.861800918545141,0.05561647406123516,0.27632180015193664,412.42059724169644,24.0,3.2638118508593115,-17.125612769404455,-14.082506244635843,26195998.356933594
CGPTUSDT,-13.314105347297557,0.1264239231793975,0.7095561875606277,1059.0390859113845,144.0,-16.19008185318659,2.8759765058890343,-13.897237611678788,2538640.869140625
TACUSDT,-10.493811296553456,-2.6056092717115034,0.7922892427133374,1182.5212577811005,204.0,-10.493811296553456,0.0,-13.891709810978298,1925542.55859375
METAUSDT,-13.003840918949901,-0.041717833803105245,0.807523467537524,1205.2589067724239,120.0,-5.529178151246855,-7.474662767703051,-13.853082220290531,5902767.580078125
TNSRUSDT,-15.717933982303629,4.172063725457413,2.2800738816306096,3403.0953457173264,1272.0,4.671494987053697,-20.389428969357308,-13.825944138476826,7755939.48046875
POPCATUSDT,-11.707866251722335,2.1307265461613496,4.194273509878847,6260.109716237084,3996.0,34.200350735834014,-45.908216987556315,-13.771413215439832,43313936.53125
TSLAUSDT,-12.589837273387637,-0.17171920889639414,0.948131557155753,1415.1217270981385,552.0,2.602677549005607,-15.19251482239325,-13.709688039439785,47985379.59375
FUSDT,-13.715389096302557,0.21095956230843582,0.1388950924112216,207.30610807645016,48.0,-13.715389096302557,0.0,-13.643324626405343,2550026.298828125
AXTIUSDT,-12.681611046555062,0.0,0.3123047578932974,466.1265043183543,24.0,-12.681611046555062,0.0,-12.99391580444836,7749243.678222656
PHAUSDT,-13.974399419173258,1.8399792231811953,0.8559017784481115,1277.4653409673308,180.0,-13.974399419173258,0.0,-12.990321974440175,3604193.7109375
COLLECTUSDT,-12.573999612487206,0.0337254618127794,0.2493754559601404,372.2021730748364,120.0,-12.573999612487206,0.0,-12.789649606634567,5340230.072265625
APRUSDT,-11.994128133920537,-0.06584652261916468,0.616439639475073,920.0591633956313,48.0,-11.994128133920537,0.0,-12.676414296014775,4927725.51953125
OGUSDT,-13.610217078016186,3.775078603157944,2.7271812185610003,4070.419729195523,420.0,-25.46758470114775,11.857367623131543,-12.562319693419242,3510489.0126953125
MVLLUSDT,-12.242720890803234,0.00788547846077655,0.09935979241021535,148.29819762718708,120.0,0.0,-12.242720890803234,-12.334195204752673,16144166.4453125
SOLVUSDT,-10.490495626413356,-0.384196520799089,1.4312133139378385,2136.1392745340872,528.0,-10.490495626413356,0.0,-12.305905461150283,4699338.1796875
DEFIUSDT,-4.985214237727699,-3.7253696943311954,2.644392989812509,3946.855208675387,564.0,-4.985214237727699,0.0,-11.354976921871403,3446852.4296875
SOPHUSDT,-10.133515469519864,-0.7674320076162362,0.2854873650622428,426.10054486901913,60.0,0.0,-10.133515469519864,-11.186434842198343,3635485.9990234375
CHILLGUYUSDT,-9.098174781999878,-0.029184099778493584,1.986587725294323,2965.056306409437,1776.0,-11.4335773102985,2.3354025282985784,-11.113946607072695,7617882.609375
4USDT,-10.4683235755018,0.5009954424306852,1.0253310366638473,1530.344830841563,168.0,-8.160531930621342,-2.307791644880446,-10.992659169734962,6904433.40625
ARIAUSDT,-14.238397771181349,4.461259183384437,1.153737626521758,1721.9964574951612,864.0,-33.42386489028905,19.185467119107706,-10.93087621431867,2665336.9741210938
REDUSDT,-3.032856202728829,-6.489051981798455,1.1298164635477876,1686.2932291758027,216.0,0.0,-3.032856202728829,-10.65172464807507,4430944.78125
1000000BOBUSDT,-10.261013295358724,0.07626969577605389,0.3398286556128933,507.20694867596023,24.0,0.0,-10.261013295358724,-10.524572255195563,952454.138671875
PLUMEUSDT,-9.974984329807342,0.0693964459689614,0.44949548119604826,670.8887779045496,156.0,0.0,-9.974984329807342,-10.35508336503443,7594839.529296875
FOGOUSDT,-9.329344486383128,-0.012531314924295114,0.8598542460610239,1283.364546359737,84.0,0.0,-9.329344486383128,-10.201730047368448,3167190.98046875
ARMUSDT,-9.564439675094757,0.023550868655234515,0.426563996441616,636.6626812561433,108.0,0.0,-9.564439675094757,-9.967452802881137,17880447.080078125
DODOXUSDT,-8.816625622079076,0.0452531082579974,1.0713006898497415,1598.9562535070768,60.0,-1.1334419255327512,-7.683183696546324,-9.84267320367082,2927052.734375
IOUSDT,-8.592092862445567,1.444261655189711,2.6938936343109745,4020.7367676283216,948.0,-51.664575575122896,43.072482712677356,-9.84172484156683,15161650.53125
CAPUSDT,-9.21627774580432,-0.15851602377903515,0.38552534488837265,575.4109625199591,72.0,-9.21627774580432,0.0,-9.760319114471727,17773119.671875
EDGEUSDT,-8.444481367334788,-0.6620011826611045,0.3890512955671565,580.6735754733679,180.0,-8.444481367334788,0.0,-9.495533845563049,13143276.09375
HIVEUSDT,-8.980375924826037,0.017756486535740024,0.5031739270268,751.0058612340298,108.0,-2.101106385542241,-6.879269539283802,-9.465793365317097,1936543.634765625
AGTUSDT,-8.293548314900939,-0.13236448230621511,0.9272615839729241,1383.972513392424,108.0,-20.61231517841262,12.318766863511689,-9.353174381180079,3851898.8125
FETUSDT,2.8323372604559536,2.5316211232693715,14.363393081640146,21437.900121850973,8988.0,-10.072650460701851,12.904987721157763,-8.99943469791482,74236554.25
BADGERUSDT,-6.425528626164449,-2.108059891758168,0.4632935757113571,691.4829488229211,96.0,3.573574461039853,-9.9991030872043,-8.996882093633975,6951061.66796875
KERNELUSDT,-8.58038150272049,0.07235638006204954,0.37804717753121353,564.2495187033037,84.0,-8.58038150272049,0.0,-8.886072300189653,5738206.1015625
DYMUSDT,-6.524787614242922,0.29465112991595815,2.592267306128441,3869.0556807887183,684.0,4.6824695137594725,-11.2072571280024,-8.822403790455406,8690661.30859375
CHESSUSDT,-7.9271338762663275,0.04442431151751571,0.6310693721695806,941.8945853277321,84.0,-7.014181793443704,-0.9129520828226196,-8.513778936918392,4515693.125
SPACEUSDT,-8.379527952850182,0.2895637145999356,0.040851268203495564,60.97204209476949,144.0,-8.379527952850182,0.0,-8.130815506453741,4911823.83203125
BZUSDT,-6.52533957859452,0.3393597552656195,1.8700452446577176,2791.112305459281,864.0,-4.5787952352873065,-1.9465443433072118,-8.056025067986617,234644722.8125
KLAYUSDT,5.445435273548691,-1.9066156207416796,11.532019271046849,17211.969061263953,4596.0,-33.61768850540058,39.06312377894914,-7.993199618239838,13344467.90625
XAGUSDT,-6.44734978809457,0.7745204826499826,2.282650862608699,3406.941585983132,600.0,-1.283021292691956,-5.164328495402622,-7.9554801680532865,827817133.0
PORTALUSDT,-6.963586314904563,0.7257609826694944,1.5097316275311907,2253.330787359987,828.0,15.314932275550682,-22.278518590455246,-7.74755695976626,9011311.0390625
VINEUSDT,-5.438760204236705,-0.31425388445014574,1.6782900608745281,2504.910538618699,1164.0,-5.639434585042428,0.20067438080576583,-7.431304149561379,11914960.984375
CVXUSDT,-3.257164078502067,-2.18233037649979,1.9319008913253193,2883.4341661571925,492.0,-4.185657465023976,0.928493386521908,-7.3713953463271755,4797404.4140625
BALUSDT,10.990590478937053,-1.9142433756450319,16.309823456628138,24343.02008451961,6264.0,-52.59519058677116,63.58578106570859,-7.233476353336117,11391316.1640625
KORUUSDT,-7.075896371769723,0.006433985508488827,0.06158595555782853,91.91933665347541,312.0,0.0,-7.075896371769723,-7.131048341819063,600660152.25
RPLUSDT,-22.84784812006283,17.036194714177828,1.1034752160002188,1646.9779343286843,276.0,-22.84784812006283,0.0,-6.915128621885223,3137123.390625
LDOUSDT,-0.1090647759554542,7.630048054749403,14.279462618249529,21312.630773506746,8688.0,64.01110915094198,-64.12017392689724,-6.75847933945558,61236435.9375
ATAUSDT,4.173640046159639,-2.3580996929083597,8.514223697967118,12707.796564130032,3000.0,-20.812190888668102,24.985830934827607,-6.698683344715839,8609927.765625
CLUSDT,-5.438498103225995,0.3027345323443344,1.391284509506925,2076.544044040187,804.0,-5.2274914848339,-0.21100661839209403,-6.527048080388586,598430690.125
ZKPUSDT,-6.686203195745975,0.9890414826350638,0.7952536259982083,1186.945710445087,108.0,-7.208345907674746,0.5221427119287707,-6.49241533910912,3419899.25
PAXGUSDT,-0.8732431853437469,0.7261758543804478,6.198893934783323,9252.080499676604,5220.0,0.6137001919573116,-1.4869433773010483,-6.345961265746622,70885200.3125
TAKEUSDT,-1.1465237536384774,-3.8094431764581893,1.268520383571204,1893.3140053301552,372.0,-4.028533343653027,2.8820095900145617,-6.22448731366787,3895706.80859375
NEWTUSDT,-6.081206518851525,0.018158746908155443,0.10203328767732477,152.28848907063397,36.0,-1.7381165380102477,-4.343089980841278,-6.165081059620695,2853620.890625
PHAROSUSDT,-5.836708668951502,-0.06308900078234045,0.08203784606287864,122.44454636250543,12.0,0.0,-5.836708668951502,-5.981835515796721,2287102.5991210938
VETUSDT,17.980999047348543,-4.611034582898508,19.22280637093218,28690.75577751074,5928.0,-24.12751971827858,42.108518765626975,-5.852841906482144,25401160.96875
BLUAIUSDT,-5.4138535173608275,-0.010959429528663868,0.06801376472890687,101.51308168493563,36.0,-5.4138535173608275,0.0,-5.492826711618398,4488350.890136719
BUSDT,-4.243507116511118,0.42728524177520827,1.6641995430996628,2483.8799150741243,216.0,-5.043763446033693,0.8002563295225782,-5.480421417835573,5582950.75
PROMUSDT,-2.7822996212671027,-1.5457736100388675,1.1474461316799665,1712.6061666865173,276.0,-7.615865928891366,4.833566307624259,-5.475519362985937,3464665.68359375
KGENUSDT,-4.842025679250842,-0.06059618529509946,0.39637798446658645,591.6089320396812,48.0,-4.842025679250842,0.0,-5.298999849012528,3102500.580078125
HYPERUSDT,-0.00930255850653472,-4.009201421246503,1.1349609315848137,1693.9715396788265,804.0,-4.787640053580766,4.77833749507422,-5.153464911337851,5500459.8046875
REZUSDT,-9.858861460904045,7.992373177382431,3.2274782272510136,4817.131682464196,2052.0,-32.32243139146486,22.463569930560833,-5.093966510772628,10997632.09375
SKATEUSDT,-4.56670587167379,-0.06970305412591206,0.4157762971973156,620.5616376079338,24.0,-4.56670587167379,0.0,-5.052185222997018,5284853.04296875
QUICKUSDT,-4.731474525625795,-0.02529311032517331,0.2288803487026222,341.61246075018244,12.0,-4.731474525625795,0.0,-4.985647984653591,2497654.89453125
ZORAUSDT,-3.4400304648363216,0.03561948030435841,1.4321223679957973,2137.4960716355185,384.0,-16.005009886908052,12.564979422071719,-4.83653335252776,5392313.732421875
LOKAUSDT,-4.0252103565584125,-0.16283172501819215,0.0747824504153025,111.61559763477985,36.0,-4.0252103565584125,0.0,-4.262824531991907,3630669.44921875
BROCCOLI714USDT,-3.9637665964022033,0.09544203213573507,0.36122826313370254,539.1466613935859,360.0,-12.973821201041702,9.010054604639496,-4.229552827400171,4737755.865234375
COINUSDT,-3.974200296877052,0.01144712745369384,0.20279498240675214,302.6790782190331,96.0,-1.1394583415077406,-2.8347419553693114,-4.1655481518301105,17292298.0
DOGEUSDT,17.414443922898986,0.6685290323515916,22.168955824381865,33087.99376773405,10932.0,-4.014520905920956,21.428964828819698,-4.085982869131286,581920866.0
SAHARAUSDT,-3.194283287126803,1.1305197441436579,1.9270485453533979,2876.1918587364144,504.0,-24.34575484834765,21.15147156122084,-3.9908120883365434,11609606.8828125
SKHYNIXUSDT,-3.9919774708773215,0.5127561037700582,0.21095649356954846,314.86043816350514,312.0,0.0,-3.9919774708773215,-3.6901778606768114,901070504.6875
BSVUSDT,-2.515069098297179,1.3434504801753095,2.166209889177833,3233.1490883251245,1140.0,0.9346816140021934,-3.449750712299381,-3.3378285072997023,5257902.8203125
BIRBUSDT,-3.816371548418809,0.6064652655977302,0.040734171852065876,60.797271420993845,24.0,-3.816371548418809,0.0,-3.250640454673145,2182136.2421875
XVSUSDT,-1.7150304092114528,-0.12095873439560692,1.3779815623679426,2056.6888990566304,444.0,0.09681283912796479,-1.811843248339414,-3.2139707059750022,4010775.359375
STRAXUSDT,-2.822260611247398,0.08151425631941672,0.22851055185890962,341.06052516255164,72.0,-0.6069311089036505,-2.2153295023437463,-2.969256906786891,31744858.0625
KASUSDT,2.884853106630008,-1.73799486198987,3.8383133859702228,5728.825949209289,1464.0,-4.971204672355826,7.856057778985864,-2.691455141330085,14842753.296875
PONKEUSDT,-2.5272133495419333,-0.012919171197120577,0.08362678080623114,124.81609075556887,24.0,-2.5272133495419333,0.0,-2.623759301545285,4712700.5859375
AUSDT,-2.3240401459508986,0.01693483318493715,0.14845217608594996,221.57041206858202,12.0,0.0,-2.3240401459508986,-2.4555574888519116,3942602.05859375
AINUSDT,-2.1944081398993673,-0.04428770562414304,0.04095454955648219,61.12619336788386,48.0,-2.1944081398993673,0.0,-2.2796503950799925,2042276.455078125
PUMPBTCUSDT,-2.0172263061124758,0.9126377155952703,1.093926908226053,1632.7267286956012,192.0,-13.918702981696745,11.90147667558428,-2.1985154987432587,1257210.7939453125
A2ZUSDT,-1.9178663585731448,0.009914296494372615,0.08950005528304808,133.58217206425087,24.0,0.0,-1.9178663585731448,-1.9974521173618203,2515788.462890625
DRAMUSDT,-1.1173569132132695,-0.37392404798398327,0.48701426191664976,726.8869580845518,564.0,-0.4756292018455781,-0.6417277113676908,-1.9782952231139024,125466666.1875
SWELLUSDT,-1.361213779195142,-0.24068437633231007,0.3116506255897447,465.1501874473801,60.0,-8.512339129418903,7.151125350223763,-1.9135487811171967,4426178.015625
IDEXUSDT,-1.6117146986599113,0.06302370035426502,0.1473819194937394,219.97301416976032,48.0,0.0,-1.6117146986599113,-1.6960729177993856,5998040.76171875
YBUSDT,-1.3627865840219013,0.05225011482466932,0.3230509709074358,482.16562822005335,60.0,-1.3627865840219013,0.0,-1.633587440104668,3130771.09375
AKTUSDT,-10.798736126260481,10.293771670296659,1.1061005124142786,1650.8962871854908,192.0,-10.798736126260481,0.0,-1.611064968378101,3117071.689453125
2ZUSDT,-1.4083884346180477,-0.07207083538673478,0.10040642951831245,149.86034256464546,24.0,0.0,-1.4083884346180477,-1.580865699523095,4111939.7265625
GHSTUSDT,-1.507144377621362,0.00026524165529136657,0.019491429627861365,29.09168601173338,12.0,-1.507144377621362,0.0,-1.5263705655939321,1967446.7939453125
ZKCUSDT,-1.4332969018531811,0.13296463965422742,0.12887345763322736,192.34844422869756,12.0,-1.4332969018531811,0.0,-1.429205719832181,2640175.421875
NVDAUSDT,-1.210256636658406,0.0463445405832069,0.2563186464133222,382.5651439004808,36.0,0.0,-1.210256636658406,-1.4202307424885214,43157190.09375
EWYUSDT,0.36804288804832647,-0.46075031024050095,1.2262914525195285,1830.2857500291466,144.0,-0.010163271036888459,0.3782061590852149,-1.318998874711703,43976165.78515625
WDCUSDT,-0.6033225668529916,-0.18506604442240998,0.4523613892604444,675.166252627529,120.0,-3.8094330707864947,3.2061105039335027,-1.2407500005358458,14858904.849609375
MRVLUSDT,-0.3195892509891922,-0.21836742728986325,0.6930736237816734,1034.4382444502587,228.0,12.146206962849657,-12.465796213838843,-1.231030302060729,103313998.125
TAGUSDT,-0.5463470554923511,-0.1243975237913342,0.4854293044719443,724.5213499581258,48.0,-0.5463470554923511,0.0,-1.1561738837556295,2639553.2456054688
SAMSUNGUSDT,-1.1264113605499664,0.05872379374841226,0.05357462684237179,79.9621296154803,48.0,0.0,-1.1264113605499664,-1.121262193643926,70091388.484375
TOSHIUSDT,-1.0631166892410375,-0.030464810306469192,0.024916322339865626,37.18854080576959,12.0,0.0,-1.0631166892410375,-1.1184978218873725,1923841.123046875
COMBOUSDT,-0.01758522709733601,-0.18490215806386134,0.9093393848195332,1357.2229624172137,180.0,-0.29316412614327003,0.2755788990459339,-1.1118267699807305,5876938.82421875
SPORTFUNUSDT,-0.5976649485566674,-0.06497925810396987,0.4386487978439817,654.6996982745995,84.0,0.22246554533842522,-0.8201304938950911,-1.101293004504619,2237377.0776367188
STABLEUSDT,-2.8318439270421103,3.1834891432095613,1.2100802951349023,1806.0899927386604,540.0,-7.33665840445806,4.504814477415977,-0.8584350789674513,7905221.984375
FLUXUSDT,-0.7049266563490143,0.016445654829729664,0.019701693006874455,29.40551195055889,12.0,-0.7049266563490143,0.0,-0.708182694526159,1866084.8505859375
RADUSDT,-0.41458616688079863,0.2619737744039566,0.51564978636605,769.626546815,72.0,-6.305705878870757,5.891119711989958,-0.668262178842892,8591887.412109375
CROSSUSDT,-0.5772797252628863,-0.006810094078442473,0.03592716465333179,53.62263381094297,12.0,-0.5772797252628863,0.0,-0.6200169839946605,1645321.005859375
1000BTTCUSDT,-0.5415784452059803,0.007649828845404678,0.06994366398350511,104.39352833358973,48.0,0.0,-0.5415784452059803,-0.6038722803440808,7241955.171875
AAPLUSDT,-0.18589718419633566,0.006676819664081271,0.41985394710944884,626.6476822529086,228.0,-1.091380174679241,0.9054829904829057,-0.5990743116417032,6442888.0302734375
