,price,funding,cost,traded,hours_held,long_pnl,short_pnl,stops
AUSDT,-18.351047069942954,0.14055493570422012,0.27079992538052183,696.3220466835797,264.0,0.0,-18.351047069942954,0.0
AVAAIUSDT,110.92208006529464,3.4278933944422882,1.1079650239628815,2814.555539833434,1992.0,-22.592698733649996,133.5147787989447,0.0
AVAUSDT,1.6986976355664605,0.015336740428621598,0.08384602555867704,221.15112430979903,264.0,0.0,1.6986976355664605,0.0
AVAXUSDT,-92.96443687763343,1.5907979872813105,9.631163608244698,28079.6827894459,18840.0,-58.61311871115847,-34.35131816647465,0.0
AVGOUSDT,19.869818756363365,0.19569195613180843,0.6467481227239377,1629.84385559138,528.0,5.611360109502419,14.258458646860964,0.0
AVNTUSDT,131.48946301034707,-21.817496777450142,1.1952737967367222,3147.5360097255198,1824.0,7.890600655567067,123.59886235477988,0.0
AWEUSDT,8.628140676280868,-7.02474478858927,0.6071120044562002,1520.3030022859841,552.0,4.2418644158513885,4.386276260429478,0.0
AXLUSDT,-30.442904740833516,6.452845807825398,2.0504151439513216,5263.75305624933,2352.0,-56.20270871000671,25.759803969173145,0.0
AXSUSDT,-113.52567195992533,-18.701483704026344,10.024620822917,27727.4310357943,17904.0,-73.87839806928463,-39.64727389064189,0.0
AXTIUSDT,42.457471922973696,0.0777107447842639,0.18081994249020442,446.1608225177407,311.0,0.0,42.457471922973696,0.0
AZTECUSDT,27.49667944799846,0.13671092062634219,0.1692045066224538,406.79841361970546,120.0,0.0,27.49667944799846,0.0
B2USDT,-40.73184208899013,1.0884578857524942,0.9034357826055951,2237.8915343482313,792.0,12.227387453746978,-52.95922954273711,0.0
B3USDT,23.323198928234277,0.033289600293964765,0.16579395708765166,405.7835514763942,480.0,-2.9515031472064925,26.274702075440775,0.0
BABAUSDT,-5.990560610035467,0.12078069313869343,0.33562860921281507,857.3294948107052,336.0,-5.4932662426867624,-0.4972943673487053,0.0
BABYUSDT,6.703752049037524,-9.605936362742142,1.3142862531036232,3407.568774777253,1704.0,-5.612101893473589,12.31585394251113,0.0
BADGERUSDT,-38.004346451532996,1.5331694634219302,1.0869448902175045,2856.6587959919525,1032.0,-18.087470204484163,-19.916876247048798,0.0
BAKEUSDT,-355.9006948507425,6.153849798585275,8.236057439011185,21680.394097824286,12048.0,53.54656262491999,-409.447257475662,0.0
BALUSDT,140.94804061394254,8.283725366022395,4.642063995999991,11704.371641484955,7944.0,41.908766829674114,99.03927378426789,0.0
BANANAS31USDT,-41.41338201051797,-1.059506158777585,1.998030094100349,5296.062266861765,2352.0,58.994384417942605,-100.40776642846062,0.0
BANANAUSDT,-82.78387944791253,-2.70875636273039,0.9791606608723873,2553.617429581432,1656.0,-32.546242976569154,-50.23763647134345,0.0
BANDUSDT,71.55547326651488,7.659361810613662,6.7788274312953005,17541.76175797267,10176.0,69.40055421991875,2.1549190465960324,0.0
BANKUSDT,-55.88616026826525,1.8352890421642414,1.6615445785824197,4178.518847793187,1583.0,0.0,-55.88616026826525,0.0
BANUSDT,16.69242698086916,-0.9327916665985484,0.8910704719352517,2298.3374060426427,1344.0,-132.47141479600393,149.16384177687294,0.0
BARDUSDT,-22.30017973808427,-26.128868104552026,0.7072572975778789,1832.1973985096104,792.0,-84.34661552430205,62.04643578621782,0.0
BASEDUSDT,72.37353001266457,1.435869798191881,0.8928876827002912,2290.8395027165575,1584.0,0.0,72.37353001266457,0.0
BASUSDT,147.23933337005855,-2.3724866012362296,1.313314059973692,3388.4576006246452,1224.0,114.16783646134866,33.07149690870983,0.0
BATUSDT,-90.88347658554346,-2.1445914667215233,5.839597385658358,14827.26872432548,9792.0,-26.394316083469192,-64.48916050207416,0.0
BBUSDT,-118.83888313472632,1.4131945332697946,1.9098887589677078,5175.4778790414075,3432.0,17.45283154506392,-136.29171467979015,0.0
BBXUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCHUSDT,168.42391871844336,7.301337895573432,9.12121671166694,26290.697312548135,20736.0,157.84745883686827,10.576459881574273,0.0
BDXNUSDT,-32.571563371824396,-6.355013799744339,1.0008855423631073,2547.8750072276466,720.0,-62.25088602601109,29.67932265418669,0.0
BEAMXUSDT,9.510951831705686,-0.9727087147415806,2.016454097191243,5340.990558728811,3552.0,67.86549902156804,-58.35454718986247,0.0
BEATUSDT,392.572170120595,-12.422085225501801,2.2444374313729365,6224.863230576719,3455.0,394.46358991839696,-1.8914197978020653,0.0
BELUSDT,30.916582860339624,2.9587711070105884,7.187242750015701,18714.565422977255,11640.0,66.6300029335534,-35.71342007321257,0.0
BERAUSDT,124.40589487049732,-18.844658260801364,2.3370621888820136,6158.859239370796,3936.0,9.327111071518727,115.07878379897856,0.0
BEUSDT,-10.935715057763947,0.1700644403000845,0.41785827517935625,1012.9197867362194,480.0,0.0,-10.935715057763947,0.0
BICOUSDT,-20.993289583976217,-8.342091728039614,1.0118574120258175,2702.1731263962915,1199.0,5.283404208842266,-26.276693792818445,0.0
BIDUSDT,77.55302511780599,12.612844922396212,0.49469157881817827,1356.7768097938167,648.0,79.15378988926196,-1.60076477145602,0.0
BIGTIMEUSDT,-503.1121071826759,17.288118503982,2.498973655737616,6926.059749035247,5160.0,-27.182039552764248,-475.93006762991354,0.0
