label,sharpe,cagr,dvol,mdd,calmar,worst,turnover,fees,slip,funding,npos,sh2021,sh2022,sh2023,sh2024,sh2025,sh2026,r2021,r2022,r2023,r2024,r2025,r2026
"I1 short new listings age 3-30d, long majors",0.9005839849093898,0.06218266728818844,0.0036430569562773884,-0.14736326587272597,0.4219685720044065,-0.021786153132850816,12.049853298366163,0.006033161147597843,0.002075734027027262,0.012063834472792696,10.041710114702816,3.4826370759737264,0.7135054906560921,1.0388163895872502,1.7637788193966437,0.58129923967229,-0.28278842221438605,0.07213437103647724,0.025446574251487553,0.060450262743955374,0.13143718448025488,0.057462016984634046,-0.016084686086749733
"I1 short new listings age 3-60d, long majors",1.0849050781654495,0.07897495146749312,0.003789729287437174,-0.11631785096600511,0.6789581318143171,-0.022445807711313104,14.538856546659204,0.007333229888657056,0.002644799071007399,0.014566661238561688,13.60948905109489,3.2042593087446303,0.8994717823574528,1.4197921016140602,1.4191175481073743,1.2486824523144051,-0.676186196916584,0.0899005777053754,0.042554576706459235,0.09319349653798903,0.11370742345571849,0.12153196515076958,-0.03950894874359012
"I1 short new listings age 7-90d, long majors",0.8813711365388527,0.06054119642582134,0.003629788709692041,-0.14015894679187602,0.43194671035715687,-0.030417131462776692,15.447540159500283,0.0077995445140707715,0.0028155126470162427,0.015334688765825319,15.244525547445255,1.2093014820538257,0.6189847701530272,1.4921796346725624,1.4279990298427503,1.1047512995944897,-0.6270166009250678,0.03508036194515296,0.02849632984810202,0.09349267581285825,0.10440325672470752,0.09966096551599457,-0.03705583292575254
I2 crash reversal thr -0.12 hold 24h (daily),0.4831894686639267,0.012922433048162096,0.001429321350647672,-0.05263898108928977,0.2454916971274672,-0.008478340835964104,6.240418081378106,0.0034322299447579275,0.0009612754607735397,-0.00792436209907161,1.5020855057351408,0.147775305127211,0.026089789888821165,-1.3546270308708812,-0.053142031980525334,1.524419630827434,0.4748349203882267,0.0010598279430285018,0.0003085507889497574,-0.01521378822974817,-0.0009152780000989402,0.07371119319170827,0.011208321143023392
I2 crash reversal thr -0.2 hold 24h (daily),0.40472436960315405,0.015178868521397604,0.0020424641006488273,-0.05537760532976699,0.27409759156091484,-0.010046234164253764,3.7276056225765224,0.002050183092417085,0.0005428944532266921,-0.006644776210672676,0.6532846715328468,0.149848425990831,-0.15990075856019054,-2.6257140752161723,-0.2815813473569217,1.6082458436839853,-0.47203296718122645,0.0006941849141079981,-0.0026717456713996057,-0.017144341666809226,-0.0037627109858917596,0.12639959474626572,-0.016772782559076882
I2 crash reversal thr -0.3 hold 24h (daily),0.7537782646862988,0.023053001497442827,0.0016135010052713077,-0.03437378469631813,0.6706564619070193,-0.008513091487924895,2.3914110914694504,0.001315276100308201,0.00032305627127566985,-0.006983114755358455,0.310740354535975,-0.32040698591552624,-0.24473479235290505,0.5045235990906423,0.002375827707326903,1.7240850939839785,1.284487380457072,-0.00026335003531663403,-0.004775297383977528,0.0012605973542050286,-1.8235499718577408e-05,0.07018850873925109,0.05716727085957074
I2 crash reversal thr -0.2 reb 8h,0.17364065664024508,0.006298547656544473,0.0021363666019668095,-0.065260820253356,0.0965134599224887,-0.01321604722015246,7.171252096824127,0.0039441886532532175,0.0010158065875567593,-0.007483086792809081,0.6355578727841501,0.5037804061493961,-0.8915854838515512,-1.625655990613492,-0.7947401088411052,1.1415164946756324,-0.1313194436716128,0.0019198011629002476,-0.01997837289083526,-0.011123015200724118,-0.013841672978757602,0.08612366304013186,-0.006255058694711102
I3 extreme carry avg8h>=0.03% (72h) both sides,-0.3598436374157514,-0.028170208600795332,0.00377529286588036,-0.242468448126264,-0.11618092457928769,-0.024605958741922285,31.367963799839472,0.016726889706649973,0.0066958857078636925,-0.07424086711236058,7.068474104970456,0.2906854751066882,0.08171474509289202,0.6060887997993891,-0.18158494869135317,-0.6038860743809841,-1.0622501427119642,0.008868623846962187,0.0007785343773742959,0.01621936905090826,-0.011565568891026334,-0.04103120639118163,-0.11497548795148849
I3 extreme carry avg8h>=0.05% (72h) both sides,-0.5618493608283449,-0.025987077759442978,0.0023555443841163,-0.1646326648424694,-0.1578488547607496,-0.019566094581007776,14.544351694412661,0.007739596843442635,0.003070911448091963,-0.030981897513341926,3.877997914494265,0.4124723264340891,-0.017310588891797717,0.5296684271017151,-1.4935499413026392,0.7812143929814127,-2.029892933021621,0.01052171549223524,-7.38804935888071e-05,0.00817220483046599,-0.0683312222998036,0.03416718937247465,-0.11267686677365474
I3 extreme carry avg8h>=0.10% (72h) both sides,-0.24506754804335598,-0.005010434123364105,0.0010301646086577233,-0.0464923395432284,-0.1077690231298513,-0.01179826605515888,2.3191119714565547,0.0012244717549507714,0.0005861144534805603,-0.00608329775271719,0.6765728189085853,-0.5670261180929982,-0.23542942044742313,0.0,-1.81196287200562,1.6050406510581918,-0.9732483376792079,-0.003086169995792365,-0.00036443180768885863,0.0,-0.03627773495870068,0.039956028990590475,-0.024820793271026487
