symbol,date,turnover_usd,n_trades,med_trade_usd,vwap,eff_spread_med_bps,eff_spread_p75_bps,cross_spread_med_bps,n_pairs,tick_bps,roll_bps,hourly_turnover_med,hourly_turnover_min
PENDLEUSDT,2026-08-12,1302908.0709,13519,24.03,1.3357638544273494,0.0,7.518796992480792,7.53579502637529,396,0.7486353195480023,4.2804362595708625,51100.024000000005,13499.877
PENDLEUSDT,2026-05-20,7550666.4419,128536,27.459,1.8264252035800579,2.1141649048635203,3.361438719500666,1.059939583443627,12839,0.5475176306370197,4.970162662275638,232618.79379999998,69466.35280000001
XVGUSDT,2026-08-12,292005.9849,4573,25.056,0.0021579831909857273,4.716981132076098,9.32400932400955,9.090909090908326,175,4.633956391212284,11.599304549999244,8036.4267500000005,679.5159
XVGUSDT,2026-05-20,696787.4666,10701,34.6595,0.0034318216888333765,8.915305393587445,14.938815283495915,11.413896651227878,456,2.913904307014395,8.442612158421724,15380.126349999999,2336.7989000000002
CYBERUSDT,2026-08-12,91046.17534000002,2392,15.86656,0.30379094081049696,3.3681374200063656,6.594131223212446,6.481931785834891,85,3.291737394577819,4.936297094902443,3622.0266500000002,1008.57973
CYBERUSDT,2026-05-20,183863.68751999998,3072,26.76168,0.474572909776171,2.1317416329150394,4.256224921424359,4.169272643139932,99,2.107157782081436,1.3612489195238435,5564.20004,1662.11565
BIGTIMEUSDT,2026-08-12,581913.6828650001,7884,38.9228095,0.004874991762722649,4.195510803440875,8.130081300813647,5.9541530803676626,610,2.051285517333412,4.565947166808296,9877.73827,2418.143562
BIGTIMEUSDT,2026-05-20,448990.54980400007,6058,23.771119,0.012122235577469156,3.3134527085737377,6.650318829655482,5.719421865005431,194,0.8249303468890697,5.669872167570722,18005.9441275,5960.09003
ORDIUSDT,2026-08-12,2283298.24211,26923,26.57916,3.437856738679429,2.8885037550545634,2.930832356388892,2.9239766081868126,961,2.9087890392547773,0.0,86031.66249,41414.25067
ORDIUSDT,2026-05-20,5937287.518370001,54346,29.59291,4.203131908931625,2.331545814876041,2.373605506765568,2.3716352758485106,2793,2.3791782453328505,1.7379493066357177,193249.98412,53834.40749
MEMEUSDT,2026-08-12,437338.952361,7017,13.119752,0.0004982746482460694,3.9690421017371724,6.143135239816244,4.128819157720992,304,2.006925304186135,5.418663047841258,14008.298051,3311.5609050000003
MEMEUSDT,2026-05-20,161719.324548,6552,0.5677099999999999,0.0005160171951610582,1.9460932362911771,3.881610978146478,1.955416503716399,150,1.937919916965876,4.9194231873573075,5260.8626509999995,1119.702637
PYTHUSDT,2026-08-12,2103103.0900600003,31507,38.73712,0.040690165211772746,2.4515812699198483,4.763038818766178,2.495632642874001,1901,2.4575963130036294,3.8406454331593265,65318.461965,17908.11947
PYTHUSDT,2026-05-20,6505456.34517,65038,27.07656,0.04090813271630547,2.4360535931797958,2.512562814069377,2.4813895781628097,4101,2.444501700760897,5.2317584174894405,235725.13913,104150.02559
BEAMUSDT,2026-08-12,276474.09483,3409,33.65982,0.0013697516371923655,5.073566717402064,13.018949804716852,6.892449727249866,85,0.7300593573650606,0.0,8491.124080000001,701.41078
BEAMUSDT,2026-05-20,200598.16006999998,1933,38.29278,0.001730177470484937,5.269629369400194,9.824318076745813,7.214111844100401,53,0.577975390997385,4.302963632345628,4971.63524,641.45291
STRKUSDT,2026-08-12,4357834.248457,33452,33.2091,0.022896388621204265,4.330879168471023,4.45087364928227,4.420866489831827,1128,4.367500991286734,8.662591147607428,145890.5142125,34791.936003
STRKUSDT,2026-05-20,17812384.156036,151787,35.810208,0.042832523245326076,2.2742779167605462,2.3724792408073694,2.346866932644009,7626,2.3346745048664235,2.756293403853852,683419.0739845,111790.179131
PIXELUSDT,2026-08-12,146971.18998999998,5674,8.690590499999999,0.004350249075124466,4.590841332134998,9.149656274055229,6.886262723871294,248,2.29871895316857,4.903632665048134,3814.047179,643.5260010000001
PIXELUSDT,2026-05-20,339189.960658,9750,8.354295,0.006793534892143233,2.898550724638066,4.390779574960918,2.917365758513995,203,1.4719877293274402,2.1617590754790563,7627.9952065,3075.827078
PORTALUSDT,2026-08-12,197977.11122929998,8514,10.023109000000002,0.010839558280366752,3.641164264386237,7.386722024559789,4.5985468591939025,384,0.9225468179921358,8.202132785005196,6709.5836559,1613.383269
PORTALUSDT,2026-05-20,549588.7949646,10925,6.667222100000001,0.008579662089966276,4.673443159246169,9.222965673641362,5.813277525870866,443,1.1655470687694602,8.982465368489702,13541.84412065,1872.3876205000001
AEVOUSDT,2026-08-12,241586.531553,6017,19.151552,0.019605280174261056,4.988783015688642,5.1626226122881755,5.133470225872481,414,5.100666713821396,0.0,5356.2636805,1633.119232
AEVOUSDT,2026-05-20,337022.130114,8330,20.84113,0.02569646417865998,3.877471888328652,7.7339520494969785,3.9370078740155874,545,3.8915859903808263,7.072345386950743,10122.728516,3116.328702
ETHFIUSDT,2026-08-12,2874888.6548300004,32536,34.864985000000004,0.3775996202303989,2.6226068712311696,2.6723677177991583,2.667377967457695,2197,2.648307748269775,5.000621239410947,93818.584585,17522.75152
ETHFIUSDT,2026-05-20,2366985.25311,29361,43.00502,0.3815868192659114,2.5906735751292485,2.641310089804252,2.6219192448884243,1401,2.620635591983152,2.8865038460332206,73028.764465,29405.04549
ZKUSDT,2026-08-12,1385099.2187379,21324,27.1150725,0.007358869882928363,2.660281989890128,4.0766409232181005,2.74763016897962,1019,1.3589043099119575,7.133109600080047,47930.365734599996,21685.364457
ZKUSDT,2026-05-20,1918623.4353597001,31716,40.789919350000005,0.015145653474261847,1.9429422805698977,3.2657861210769727,2.033898305085604,1424,0.6602554334803982,3.648808198163324,69560.1386849,19253.2564201
IOUSDT,2026-08-12,425159.33539,7489,17.27822,0.11488927605456055,8.576329331045368,9.14076782449752,9.009009009009267,355,1.74080651274139,11.668525622792316,12854.987535,1775.06851
IOUSDT,2026-05-20,1490760.2983080002,33464,17.43255,0.14869074534527624,2.8111603064173343,5.55903005664217,3.8310507007870394,1867,0.6725368130182646,5.329275842085446,44270.4882135,11607.581033
NOTUSDT,2026-08-12,948883.4076179999,15521,16.77472,0.0003619499683239605,2.7925160569673957,5.532503457814795,5.406866720735465,739,2.762812784954964,3.2227375087553245,28800.4060845,8408.924339
NOTUSDT,2026-05-20,2205681.500098,42466,10.894434,0.0004909923725581733,2.0281918878083967,2.061961973241424,2.050440844781678,2168,2.0366915167933715,0.0,66143.804916,31140.187878
POPCATUSDT,2026-08-12,1444462.3915000001,17595,24.88845,0.042185841032194235,2.3598820387553205,4.678363340707827,2.3897718109152404,770,2.3704635857240817,0.3854444907210903,42812.577995,20310.53994
